acquired,anomalous_pixels,clear_confidence_percent,clear_percent,cloud_cover,cloud_percent,ground_control,gsd,heavy_haze_percent,instrument,item_type,light_haze_percent,pixel_resolution,provider,published,publishing_stage,quality_category,satellite_azimuth,satellite_id,shadow_percent,snow_ice_percent,strip_id,sun_azimuth,sun_elevation,updated,view_angle,visible_confidence_percent,visible_percent,id,site
2021-06-16T18:04:46.970963Z,0.0,94,97,0.01,0,True,4.0,1,PSB.SD,PSScene,3,3,planetscope,2021-06-17T00:05:08Z,finalized,standard,100.4,2465,0,0,4592120,108.7,60.3,2022-12-12T07:47:18Z,4.0,64,99,20191102_183256_1038,scott_creek
2021-06-16T18:33:59.506703Z,0.0,88,98,0.01,0,True,3.8,2,PS2,PSScene,0,3,planetscope,2021-06-16T23:44:45Z,finalized,standard,277.7,1025,0,0,4592826,116.2,64.9,2021-06-17T07:00:53Z,5.1,58,99,20191106_185109_78_105d,scott_creek
2021-06-16T15:32:21.805163Z,0.0,91,96,0.0,0,True,3.4,0,PS2,PSScene,4,3,planetscope,2021-06-16T21:53:29Z,finalized,standard,90.7,1054,0,0,4592241,82.0,29.9,2021-06-17T04:30:55Z,1.0,73,100,20191110_183305_100a,scott_creek
2021-06-14T18:57:41.552062Z,0.0,96,95,0.05,5,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-06-15T03:49:22Z,finalized,standard,277.3,2407,1,0,4585652,126.2,69.2,2021-06-15T06:46:23Z,4.1,73,95,20191118_183407_0f4e,scott_creek
2021-06-13T18:31:38.117467Z,0.0,89,82,0.17,17,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-06-13T22:45:38Z,finalized,standard,101.1,1012,1,0,4581982,116.7,65.2,2021-06-14T05:07:16Z,4.0,69,83,20191120_183538_1035,scott_creek
2021-06-12T18:04:05.027735Z,0.0,88,92,0.08,7,True,4.1,1,PSB.SD,PSScene,0,3,planetscope,2021-06-13T14:50:42Z,finalized,standard,101.1,245a,0,0,4580647,109.0,60.2,2022-12-11T08:42:50Z,5.0,69,92,20191123_183351_1004,scott_creek
2021-06-11T18:06:49.152106Z,0.0,99,100,0.0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-06-12T02:07:25Z,finalized,standard,269.8,245f,0,0,4575195,109.4,60.3,2022-12-12T03:02:58Z,1.0,99,100,20191124_183325_103c,scott_creek
2021-06-10T18:07:41.41771Z,0.0,98,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-06-11T00:34:14Z,finalized,standard,277.5,2463,0,0,4571567,109.3,60.2,2022-12-07T04:34:12Z,3.9,84,100,20191125_170745_0f1a,scott_creek
2021-06-09T18:33:29.258925Z,0.01,99,95,0.04,4,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-06-10T15:44:02Z,finalized,standard,277.5,100c,1,0,4570829,117.3,65.0,2021-06-10T23:00:34Z,5.0,85,96,20191125_170746_0f1a,scott_creek
2021-06-09T18:08:18.833635Z,0.0,98,96,0.03,3,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-06-10T01:18:29Z,finalized,standard,278.0,241e,1,0,4568040,109.7,60.4,2022-12-09T01:21:36Z,5.1,86,97,20191125_183504_100c,scott_creek
2021-06-09T18:08:16.531075Z,0.0,96,84,0.14,14,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-06-10T01:18:29Z,finalized,standard,278.1,241e,3,0,4568040,109.9,60.4,2022-12-09T01:21:36Z,5.1,85,86,20191220_183504_1018,scott_creek
2021-06-08T15:33:56.585708Z,0.0,88,82,0.11,11,True,3.4,0,PS2,PSScene,0,3,planetscope,2021-06-08T23:12:26Z,finalized,standard,252.7,1049,7,0,4564707,82.8,30.2,2021-06-09T06:56:55Z,1.0,77,89,20191223_182214_0e0f,scott_creek
2021-06-08T15:33:55.701759Z,0.0,91,90,0.05,5,True,3.4,0,PS2,PSScene,0,3,planetscope,2021-06-08T23:12:26Z,finalized,standard,252.7,1049,5,0,4564707,82.8,30.2,2021-06-09T06:56:55Z,1.0,81,95,20191230_170204_1049,scott_creek
2021-06-05T18:30:01.477582Z,0.0,98,98,0.02,2,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-06-05T22:14:19Z,finalized,standard,101.4,1025,0,0,4554212,118.0,64.9,2021-06-06T04:55:32Z,3.9,70,98,20200106_183315_1044,scott_creek
2021-05-30T18:35:30.142998Z,0.0,92,98,0.02,2,True,3.8,0,PS2,PSScene,1,3,planetscope,2021-05-31T23:21:23Z,finalized,standard,277.5,101b,0,0,4535164,120.6,64.8,2021-06-01T07:20:37Z,5.0,60,98,20200117_183351_1005,scott_creek
2021-05-28T18:55:03.19475Z,0.0,99,92,0.08,8,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-05-29T04:33:46Z,finalized,standard,100.5,2402,0,0,4527196,131.2,68.6,2022-12-07T12:15:42Z,4.9,94,92,20200201_183507_1010,scott_creek
2021-05-25T18:55:42.558753Z,0.0,99,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-05-26T03:35:39Z,finalized,standard,108.1,2412,0,0,4516232,131.8,68.2,2022-12-08T10:26:28Z,1.1,76,100,20200205_165551_1043,scott_creek
2021-05-25T18:55:40.252553Z,0.0,99,97,0.02,2,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-05-26T03:35:39Z,finalized,standard,108.1,2412,0,0,4516232,132.1,68.1,2022-12-08T10:26:28Z,1.2,84,98,20200206_165615_0f4d,scott_creek
2021-05-25T18:03:42.345476Z,0.0,100,100,0.0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-05-26T02:54:16Z,finalized,standard,101.1,2428,0,0,4515514,113.3,59.7,2022-12-11T22:35:12Z,5.0,82,100,20200209_182419_0e0f,scott_creek
2021-05-24T18:05:01.930361Z,0.0,95,84,0.06,5,True,4.0,1,PSB.SD,PSScene,10,3,planetscope,2021-05-25T16:30:51Z,finalized,standard,100.9,2439,0,0,4514787,113.9,59.7,2022-12-12T03:00:30Z,5.0,68,94,20200210_183344_1005,scott_creek
2021-05-24T18:07:12.692765Z,0.0,98,95,0.0,0,True,4.1,0,PSB.SD,PSScene,5,3,planetscope,2021-05-25T03:10:48Z,finalized,standard,277.6,2453,0,0,4512689,113.7,59.6,2022-12-11T03:05:52Z,3.0,68,100,20200211_183524_1044,scott_creek
2021-05-19T15:37:16.788403Z,0.0,89,82,0.17,17,True,3.5,0,PS2,PSScene,0,3,planetscope,2021-05-20T19:14:12Z,finalized,standard,253.3,104b,1,0,4497667,86.5,29.8,2021-05-27T16:10:22Z,1.0,71,83,20200215_183527_1044,scott_creek
2021-05-19T18:17:49.40826Z,0.0,96,94,0.06,6,True,3.8,0,PSB.SD,PSScene,0,3,planetscope,2021-05-20T00:28:26Z,finalized,standard,274.7,222f,0,0,4495172,118.6,60.8,2022-12-12T00:13:03Z,2.1,80,94,20200225_183212_103c,scott_creek
2021-05-18T18:55:20.200808Z,0.0,99,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-05-20T00:25:22Z,finalized,standard,103.6,2424,0,0,4494910,133.9,67.0,2022-12-07T18:58:53Z,1.9,69,100,20200226_183729_1018,scott_creek
2021-05-18T18:08:44.745645Z,0.0,99,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-05-19T02:54:05Z,finalized,standard,277.4,2430,0,0,4492375,115.8,58.9,2022-12-11T09:49:29Z,5.0,83,100,20200302_165229_1054,scott_creek
2021-05-06T18:31:56.817802Z,0.01,96,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-05-10T15:33:59Z,finalized,standard,102.2,1005,0,0,4451625,128.5,61.4,2021-05-27T11:27:31Z,3.0,96,100,20200303_184637_46_106a,scott_creek
2021-05-08T18:07:30.834035Z,0.0,99,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-05-09T02:54:38Z,finalized,standard,275.3,245f,0,0,4457813,119.2,57.3,2022-12-08T06:10:11Z,2.1,80,100,20200303_185625_42_105d,scott_creek
2021-05-07T18:08:07.284831Z,0.0,99,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-05-08T01:10:18Z,finalized,standard,278.0,2420,0,0,4453749,119.3,57.1,2022-12-07T18:09:11Z,5.0,83,100,20200317_165003_0f3c,scott_creek
2021-05-06T18:31:55.803305Z,0.0,97,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-05-07T05:02:47Z,finalized,standard,102.2,1005,0,0,4451625,128.7,61.3,2021-05-27T11:24:53Z,3.0,69,100,20200326_183720_1013,scott_creek
2021-05-04T18:59:14.071726Z,0.0,99,100,0.0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-05-05T04:36:35Z,finalized,standard,277.7,2426,0,0,4444343,139.6,64.3,2022-12-11T13:01:39Z,5.0,79,100,20200330_183650_1013,scott_creek
2021-05-04T18:58:59.326764Z,0.0,99,100,0.0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-05-05T02:30:50Z,finalized,standard,274.7,2405,0,0,4443876,139.6,64.3,2022-12-11T16:56:12Z,2.1,79,100,20200331_185648_15_1059,scott_creek
2021-05-03T18:34:31.943066Z,0.01,98,100,0.0,0,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-05-04T14:00:56Z,finalized,standard,277.5,1011,0,0,4441429,129.7,60.5,2021-05-27T10:22:03Z,5.0,76,100,20200401_183526_1009,scott_creek
2021-05-02T18:56:20.496409Z,0.0,99,100,0.0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-05-04T04:33:02Z,finalized,standard,270.5,2403,0,0,4441196,139.7,63.7,2022-12-07T11:13:45Z,1.0,75,100,20200402_182400_0e20,scott_creek
2021-05-03T18:34:32.958612Z,0.0,98,100,0.0,0,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-05-04T02:50:09Z,finalized,standard,277.3,1011,0,0,4441429,129.6,60.6,2021-05-27T10:20:29Z,5.0,98,100,20200407_183705_1004,scott_creek
2021-05-02T15:41:11.64747Z,0.0,95,100,0.0,0,True,3.5,0,PS2,PSScene,0,3,planetscope,2021-05-02T22:22:37Z,finalized,standard,257.0,1054,0,0,4436444,91.1,28.0,2021-05-27T09:57:11Z,2.0,80,100,20200414_182224_0e20,scott_creek
2021-04-28T18:05:43.951589Z,0.0,99,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-04-28T23:27:02Z,finalized,standard,100.8,2444,0,0,4422939,122.6,55.2,2022-12-06T21:23:29Z,5.0,80,100,20200422_183704_100a,scott_creek
2021-04-26T18:34:51.25129Z,0.0,95,77,0.2,20,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-04-26T22:36:09Z,finalized,standard,276.3,1035,4,0,4416075,132.1,58.8,2021-05-27T07:37:48Z,3.0,81,80,20200424_183341_1008,scott_creek
2021-04-19T18:30:13.833529Z,0.0,97,98,0.02,2,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-04-20T00:42:06Z,finalized,standard,100.9,103c,0,0,4392868,133.7,56.7,2021-05-27T04:49:28Z,5.0,73,98,20200426_164222_0f21,scott_creek
2021-04-16T18:55:45.72134Z,0.0,99,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-04-17T03:39:01Z,finalized,standard,107.9,227a,0,0,4383083,144.1,58.8,2022-12-07T05:52:33Z,1.0,81,100,20200427_164314_104e,scott_creek
2021-04-15T18:33:40.89507Z,0.01,99,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-04-16T02:33:09Z,finalized,standard,276.9,103c,0,0,4379929,135.0,55.4,2021-05-27T03:15:11Z,4.0,99,100,20200427_212044_0f4c,scott_creek
2021-04-13T18:04:56.651999Z,0.0,96,91,0.08,8,True,4.2,0,PSB.SD,PSScene,0,3,planetscope,2021-04-14T02:48:06Z,finalized,standard,100.8,2440,1,0,4372570,127.5,51.0,2022-12-07T23:44:27Z,5.0,79,92,20200430_164246_104a,scott_creek
2021-03-30T18:08:16.902418Z,0.0,99,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-04-12T14:44:32Z,finalized,standard,277.5,2455,0,0,4365867,131.3,46.1,2022-12-13T09:17:34Z,4.0,99,100,20200501_183517_0f28,scott_creek
2021-04-10T18:06:43.343962Z,0.0,96,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-04-11T00:39:54Z,finalized,standard,108.6,2445,0,0,4361544,128.0,50.0,2022-12-11T01:27:37Z,0.9,80,100,20200503_163940_1053,scott_creek
2021-04-10T18:06:41.000775Z,0.0,91,98,0.0,0,True,4.1,0,PSB.SD,PSScene,2,3,planetscope,2021-04-11T00:39:54Z,finalized,standard,108.5,2445,0,0,4361544,128.2,49.9,2022-12-11T01:27:37Z,0.9,63,100,20200503_183408_101f,scott_creek
2021-04-09T18:08:14.473497Z,0.0,98,77,0.23,23,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-04-10T10:27:59Z,finalized,standard,276.6,2456,1,0,4359607,128.5,49.6,2022-12-08T22:31:22Z,3.0,80,77,20200504_183428_0f4e,scott_creek
2021-04-09T18:56:49.046517Z,0.0,99,100,0.0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-04-10T01:09:27Z,finalized,standard,107.1,2414,0,0,4358137,145.9,56.6,2022-12-11T01:47:11Z,1.0,92,100,20200505_183419_0f28,scott_creek
2021-04-09T18:15:36.22696Z,0.01,98,100,0.0,0,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-04-09T23:46:53Z,finalized,standard,276.2,0e0f,0,0,4358439,130.7,50.8,2021-05-27T00:50:21Z,3.0,72,100,20200505_184227_29_106c,scott_creek
2021-04-09T18:15:35.2219Z,0.01,98,100,0.0,0,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-04-09T23:46:53Z,finalized,standard,276.7,0e0f,0,0,4358439,130.8,50.8,2021-05-27T00:50:24Z,3.0,72,100,20200506_180758_50_2278,scott_creek
2021-04-07T18:55:30.887957Z,0.0,97,100,0.0,0,True,4.2,0,PSB.SD,PSScene,0,3,planetscope,2021-04-08T02:43:42Z,finalized,standard,102.3,2419,0,0,4351129,146.0,55.7,2022-12-10T17:12:55Z,3.0,65,100,20200506_184345_94_1068,scott_creek
2021-04-07T18:55:33.235247Z,0.0,94,96,0.02,2,True,4.2,0,PSB.SD,PSScene,1,3,planetscope,2021-04-08T01:01:40Z,finalized,standard,102.2,2419,0,0,4351129,145.9,55.8,2022-12-10T17:12:55Z,3.0,64,98,20200508_163929_1053,scott_creek
2021-04-07T15:44:05.476006Z,0.0,87,91,0.09,9,True,3.4,0,PS2,PSScene,0,3,planetscope,2021-04-07T20:58:35Z,finalized,standard,189.2,1054,1,0,4350696,98.6,22.9,2021-05-26T23:51:47Z,0.1,73,91,20200508_183330_100a,scott_creek
2021-04-06T18:16:23.632893Z,0.0,99,100,0.0,0,True,3.9,0,PSB.SD,PSScene,0,3,planetscope,2021-04-07T17:53:00Z,finalized,standard,277.0,2264,0,0,4347094,131.8,49.9,2022-12-11T20:13:20Z,4.0,73,100,20200515_183554_1003,scott_creek
2021-04-02T15:43:12.351704Z,0.01,93,100,0.0,0,True,3.4,0,PS2,PSScene,0,3,planetscope,2021-04-02T21:10:48Z,finalized,standard,84.9,1053,0,0,4332745,100.1,21.5,2021-04-03T05:25:34Z,2.9,74,100,20200522_183608_1032,scott_creek
2021-03-23T18:57:57.879178Z,0.0,99,100,0.0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-03-24T00:55:10Z,finalized,standard,178.7,2401,0,0,4296625,149.0,50.1,2022-12-14T11:31:01Z,0.1,82,100,20200526_181046_91_2275,scott_creek
2021-03-22T18:05:50.718004Z,0.0,98,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-03-23T05:02:25Z,finalized,standard,100.6,241a,0,0,4293677,133.0,43.4,2022-12-15T00:54:35Z,5.0,85,100,20200526_181049_11_2275,scott_creek
2021-03-22T18:05:48.354973Z,0.0,95,93,0.07,7,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-03-23T05:02:25Z,finalized,standard,100.7,241a,0,0,4293677,133.2,43.3,2022-12-15T00:54:35Z,4.9,67,93,20200526_183500_1032,scott_creek
2021-03-22T18:07:03.846102Z,0.0,97,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-03-23T04:47:32Z,finalized,standard,176.1,2420,0,0,4293674,133.1,43.4,2022-12-14T20:37:02Z,0.0,67,100,20200527_180803_97_2304,scott_creek
2021-03-21T18:10:32.730227Z,0.0,99,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-03-23T03:39:55Z,finalized,standard,277.9,241d,0,0,4291458,133.5,43.0,2022-12-14T14:47:09Z,5.0,99,100,20200527_183616_1038,scott_creek
2020-09-26T18:35:37.589904Z,0.0,95,89,0.11,11,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-03-18T14:30:23Z,finalized,standard,277.0,1025,0,0,3759901,147.9,46.5,2021-03-18T14:30:23Z,4.0,87,89,20200602_163637_0f24,scott_creek
2020-09-21T19:00:56.004988Z,0.0,99,98,0.01,1,True,4.3,0,PSB.SD,PSScene,0,3,planetscope,2021-03-18T14:27:11Z,finalized,standard,181.1,2416,0,0,3746873,155.8,50.7,2022-12-21T00:17:13Z,0.2,75,99,20200603_183537_0f31,scott_creek
2020-07-31T18:35:24.339631Z,0.0,98,93,0.07,7,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-03-18T14:13:28Z,finalized,standard,274.4,1035,0,0,3613839,123.9,60.9,2021-03-18T14:13:28Z,2.0,80,93,20200604_183437_1001,scott_creek
2020-07-24T18:39:53.127931Z,0.0,95,96,0.04,4,True,3.8,0,PS2.SD,PSScene,0,3,planetscope,2021-03-18T13:59:52Z,finalized,standard,259.4,106b,0,0,3597600,122.6,62.6,2021-03-18T13:59:52Z,5.0,83,96,20200604_184043_58_106d,scott_creek
2020-11-25T18:16:10.711924Z,0.0,97,98,0.02,2,True,3.9,0,PSB.SD,PSScene,0,3,planetscope,2021-03-18T08:27:20Z,finalized,standard,277.3,2304,0,0,3931257,153.0,27.1,2022-12-18T02:32:11Z,5.0,68,98,20200606_163839_0f2e,scott_creek
2020-11-22T18:16:56.267572Z,0.0,98,100,0.0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-03-18T07:57:08Z,finalized,standard,278.1,2264,0,0,3922448,153.2,27.8,2022-12-17T13:49:54Z,5.1,86,100,20200606_183504_1035,scott_creek
2020-11-08T18:14:53.165163Z,0.0,89,73,0.25,25,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-03-18T05:44:31Z,finalized,standard,274.8,2279,1,0,3880631,152.2,31.4,2022-12-18T01:51:42Z,2.0,73,75,20200608_211508_0f02,scott_creek
2020-09-28T19:04:52.928595Z,0.0,61,17,0.0,0,True,3.7,0,PS2.SD,PSScene,82,3,planetscope,2021-03-17T20:06:10Z,finalized,standard,101.1,1057,0,0,3765414,160.0,48.8,2021-03-17T20:06:10Z,5.0,57,100,20200609_183549_1034,scott_creek
2020-09-27T18:33:36.842218Z,0.01,98,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-03-17T19:44:47Z,finalized,standard,100.9,1034,0,0,3763099,148.6,46.5,2021-03-17T19:44:47Z,5.0,98,100,20200611_183708_0f3f,scott_creek
2020-09-26T16:17:11.682766Z,0.01,96,100,0.0,0,True,3.5,0,PS2,PSScene,0,3,planetscope,2021-03-17T19:38:42Z,finalized,standard,259.8,0f2a,0,0,3761565,113.4,25.5,2021-03-17T19:38:42Z,5.1,96,100,20200613_211334_0f02,scott_creek
2020-09-26T16:17:10.767359Z,0.01,97,100,0.0,0,True,3.5,0,PS2,PSScene,0,3,planetscope,2021-03-17T19:38:37Z,finalized,standard,259.3,0f2a,0,0,3761565,113.4,25.5,2021-03-17T19:38:37Z,5.0,97,100,20200615_163337_1_0f21,scott_creek
2020-09-20T19:01:09.164646Z,0.0,95,96,0.04,4,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-03-17T18:21:44Z,finalized,standard,183.8,2254,0,0,3744053,155.5,51.1,2022-12-20T21:25:24Z,0.1,62,96,20200617_163323_1053,scott_creek
2020-09-18T19:08:04.365932Z,0.0,99,100,0.0,0,True,3.7,0,PS2.SD,PSScene,0,3,planetscope,2021-03-17T17:37:13Z,finalized,standard,274.2,105e,0,0,3738310,157.1,52.2,2021-03-17T17:37:13Z,2.1,87,100,20200617_180914_60_2304,scott_creek
2020-09-19T16:18:40.476795Z,0.01,89,85,0.15,15,True,3.5,0,PS2,PSScene,0,3,planetscope,2021-03-17T17:35:15Z,finalized,standard,259.2,0f2b,0,0,3740522,110.9,27.1,2021-03-17T17:35:15Z,4.0,69,85,20200617_180916_80_2304,scott_creek
2020-09-06T18:33:26.189577Z,0.01,97,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-03-17T13:38:03Z,finalized,standard,102.2,101f,0,0,3706900,140.0,52.6,2021-03-17T13:38:03Z,3.0,97,100,20200617_183310_1034,scott_creek
2020-08-23T18:34:14.339931Z,0.0,76,96,0.01,0,True,3.9,1,PS2,PSScene,2,3,planetscope,2021-03-17T09:13:27Z,finalized,standard,104.0,1040,0,0,3672111,134.3,56.2,2021-03-17T09:13:27Z,3.5,59,99,20200629_183607_1013,scott_creek
2020-08-13T18:35:41.147914Z,0.01,88,97,0.02,0,True,3.9,2,PS2,PSScene,0,3,planetscope,2021-03-17T05:59:18Z,finalized,standard,101.2,0f22,0,0,3648948,129.9,58.7,2021-03-17T05:59:18Z,4.0,54,98,20200704_163258_0f2a,scott_creek
2020-08-11T18:38:17.737085Z,0.0,95,91,0.09,9,True,3.9,0,PS2.SD,PSScene,0,3,planetscope,2021-03-17T05:28:00Z,finalized,standard,258.8,1063,0,0,3643230,129.3,59.2,2021-03-17T05:28:00Z,4.1,59,91,20200704_183413_1014,scott_creek
2020-08-11T18:34:56.678535Z,0.01,90,86,0.11,11,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-03-17T05:26:44Z,finalized,standard,107.8,1034,3,0,3642341,128.7,59.0,2021-03-17T05:26:44Z,1.0,61,89,20200704_183709_0f17,scott_creek
2020-07-06T18:34:28.138153Z,0.01,99,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-03-16T18:46:13Z,finalized,standard,151.8,1029,0,0,3547313,116.9,64.1,2021-03-16T18:46:13Z,0.0,99,100,20200724_183953_12_106b,scott_creek
2020-07-05T16:31:45.394125Z,0.0,97,100,0.0,0,True,3.6,0,PS2,PSScene,0,3,planetscope,2021-03-16T18:30:17Z,finalized,standard,258.4,0f36,0,0,3544312,90.3,40.3,2021-03-16T18:30:17Z,3.1,97,100,20200731_183524_1035,scott_creek
2020-07-05T21:20:47.184412Z,0.0,99,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-03-16T18:22:02Z,finalized,standard,175.8,0f4c,0,0,3544985,230.0,69.5,2021-03-16T18:22:02Z,0.1,99,100,20200731_183914_17_106e,scott_creek
2020-07-04T18:34:12.850176Z,0.01,99,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-03-16T18:04:15Z,finalized,standard,108.5,1014,0,0,3541470,116.9,64.5,2021-03-16T18:04:15Z,1.0,99,100,20200811_183456_1034,scott_creek
2020-03-11T16:47:42.628278Z,0.0,92,81,0.18,18,True,3.5,0,PS2,PSScene,0,3,planetscope,2021-03-16T06:47:24Z,finalized,standard,84.6,1052,2,0,3220301,117.6,26.8,2021-03-16T06:47:24Z,2.9,61,82,20200811_183817_73_1063,scott_creek
2020-03-12T18:33:09.977878Z,0.0,97,99,0.01,1,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-03-16T05:17:17Z,finalized,standard,103.9,1010,0,0,3223755,143.0,43.4,2021-03-16T05:17:17Z,2.0,61,99,20200813_183304_1002,scott_creek
2020-02-05T16:55:51.717292Z,0.0,90,100,0.0,0,True,3.5,0,PS2,PSScene,0,3,planetscope,2021-03-16T03:49:50Z,finalized,standard,259.9,1043,0,0,3107374,127.1,17.9,2021-03-16T03:49:50Z,5.0,68,100,20200813_183541_0f22,scott_creek
2020-06-29T18:36:07.151066Z,0.01,96,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-03-16T03:08:09Z,finalized,standard,276.0,1013,0,0,3527196,116.6,64.9,2021-03-16T03:08:09Z,3.0,79,100,20200823_183414_1040,scott_creek
2020-06-18T18:20:31.776339Z,0.0,98,100,0.0,0,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-03-15T20:19:05Z,finalized,standard,103.8,0e3a,0,0,3496713,112.8,63.0,2021-03-15T20:19:05Z,3.1,98,100,20200904_181329_38_2277,scott_creek
2020-06-18T18:20:30.768133Z,0.01,99,100,0.0,0,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-03-15T20:19:00Z,finalized,standard,103.8,0e3a,0,0,3496713,112.9,63.0,2021-03-15T20:19:00Z,3.1,81,100,20200904_183508_0f28,scott_creek
2020-06-17T16:33:23.576443Z,0.0,99,100,0.0,0,True,3.5,0,PS2,PSScene,0,3,planetscope,2021-03-15T19:36:11Z,finalized,standard,255.7,1053,0,0,3494461,90.4,41.9,2021-03-15T19:36:11Z,2.0,99,100,20200905_162122_0f3c,scott_creek
2020-06-17T18:33:10.466716Z,0.0,99,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-03-15T19:33:40Z,finalized,standard,100.8,1034,0,0,3493178,117.0,65.6,2021-03-15T19:33:40Z,5.1,99,100,20200905_183343_1002,scott_creek
2020-06-15T18:35:51.671206Z,0.01,70,43,0.12,3,True,3.9,9,PS2,PSScene,44,3,planetscope,2021-03-15T18:44:04Z,finalized,standard,179.4,0f3f,1,0,3487891,117.5,65.8,2021-03-15T18:44:04Z,0.0,58,88,20200906_183326_101f,scott_creek
2020-06-15T16:33:38.882979Z,0.0,70,38,0.16,3,True,3.5,13,PS2,PSScene,46,3,planetscope,2021-03-15T18:41:59Z,finalized,standard,258.0,0f21,0,0,3487837,90.5,41.9,2021-03-15T18:41:59Z,2.9,53,84,20200918_190804_36_105e,scott_creek
2020-06-15T16:33:37.967573Z,0.0,67,47,0.17,0,True,3.5,17,PS2,PSScene,36,3,planetscope,2021-03-15T18:41:32Z,finalized,standard,258.0,0f21,0,0,3487837,90.5,41.9,2021-03-15T18:41:32Z,2.9,52,83,20200919_161840_0f2b,scott_creek
2020-06-12T16:34:39.737267Z,0.0,83,72,0.25,25,True,3.5,0,PS2,PSScene,3,3,planetscope,2021-03-15T17:23:32Z,finalized,standard,259.0,1053,0,0,3479806,90.9,42.2,2021-03-15T17:23:32Z,4.1,62,75,20200920_190109_16_2254,scott_creek
2020-06-09T18:35:49.744289Z,0.01,97,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-03-15T15:49:21Z,finalized,standard,270.5,1034,0,0,3471644,118.5,65.6,2021-03-15T15:49:21Z,0.9,79,100,20200922_183359_1001,scott_creek
2020-06-06T16:38:39.810005Z,0.0,93,100,0.0,0,True,3.4,0,PS2,PSScene,0,3,planetscope,2021-03-15T14:01:05Z,finalized,standard,198.5,0f2e,0,0,3463577,92.3,43.1,2021-03-15T14:01:05Z,1.6,54,100,20200923_180955_75_2257,scott_creek
