acquired,anomalous_pixels,clear_confidence_percent,clear_percent,cloud_cover,cloud_percent,ground_control,gsd,heavy_haze_percent,instrument,item_type,light_haze_percent,pixel_resolution,provider,published,publishing_stage,quality_category,satellite_azimuth,satellite_id,shadow_percent,snow_ice_percent,strip_id,sun_azimuth,sun_elevation,updated,view_angle,visible_confidence_percent,visible_percent,id,site
2018-10-14T18:07:08.763033Z,0.0,98,99,0.0,0,True,3.5,0,PS2,PSScene,1,3,planetscope,2021-02-27T18:42:33Z,finalized,standard,176.5,0f4b,0,0,1768095,145.5,38.3,2021-02-27T18:42:33Z,0.1,86,100,20211231_180221_43_241f,san_lorenzo_river
2018-10-13T18:25:23.379915Z,0.0,100,99,0.01,1,True,4.0,0,PS2,PSScene,0,3,planetscope,2021-02-27T18:24:03Z,finalized,standard,180.3,0f15,0,0,1765171,150.6,40.6,2021-02-27T18:24:03Z,0.0,88,99,20211231_180259_03_245c,san_lorenzo_river
2018-10-12T18:20:29.749073Z,0.01,100,100,0.0,0,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-02-27T17:45:15Z,finalized,standard,166.4,0e0e,0,0,1763001,148.8,40.4,2021-02-27T17:45:15Z,0.3,88,100,20220102_180208_51_2448,san_lorenzo_river
2018-10-08T18:25:01.792893Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-27T15:22:57Z,finalized,standard,178.9,101b,0,0,1754103,149.0,42.1,2021-02-27T15:22:57Z,0.0,87,100,20220108_180028_20_241e,san_lorenzo_river
2018-10-06T18:24:29.63125Z,0.0,99,74,0.21,21,True,4.0,0,PS2,PSScene,4,3,planetscope,2021-02-27T14:39:20Z,finalized,standard,189.4,1002,1,0,1749220,148.2,42.7,2021-02-27T14:39:20Z,0.1,87,79,20220108_180059_30_2451,san_lorenzo_river
2018-10-06T18:24:28.567994Z,0.0,100,100,0.0,0,True,4.0,0,PS2,PSScene,0,3,planetscope,2021-02-27T14:39:15Z,finalized,standard,182.9,1002,0,0,1749220,148.2,42.7,2021-02-27T14:39:15Z,0.0,100,100,20220108_180233_95_241f,san_lorenzo_river
2018-10-05T18:08:53.699314Z,0.0,99,99,0.0,0,True,3.6,0,PS2,PSScene,1,3,planetscope,2021-02-27T14:11:50Z,finalized,standard,190.3,1048,0,0,1747602,143.1,41.3,2021-02-27T14:11:50Z,0.1,88,100,20220109_184517_56_2416,san_lorenzo_river
2018-10-05T18:08:54.648275Z,0.0,98,77,0.02,0,True,3.6,2,PS2,PSScene,22,3,planetscope,2021-02-27T14:11:49Z,finalized,standard,193.6,1048,0,0,1747602,143.2,41.2,2021-02-27T14:11:49Z,0.1,82,98,20220110_180146_89_2447,san_lorenzo_river
2018-10-04T18:25:14.43951Z,0.01,94,51,0.13,13,True,4.0,0,PS2,PSScene,33,3,planetscope,2021-02-27T13:57:36Z,finalized,standard,154.7,0f17,2,0,1744792,147.9,43.5,2021-02-27T13:57:36Z,0.1,85,87,20220110_180149_19_2447,san_lorenzo_river
2018-09-30T18:26:16.523395Z,0.0,99,98,0.01,0,True,3.9,0,PS2,PSScene,2,3,planetscope,2021-02-27T12:05:17Z,finalized,standard,274.6,0f31,0,0,1735029,146.5,44.7,2021-02-27T12:05:17Z,2.0,77,99,20220110_180152_94_2448,san_lorenzo_river
2018-09-24T18:24:39.602568Z,0.0,97,73,0.16,16,True,3.9,0,PS2,PSScene,11,3,planetscope,2021-02-27T09:58:06Z,finalized,standard,160.1,100a,0,0,1721217,144.2,46.4,2021-02-27T09:58:06Z,0.0,86,84,20220124_184827_93_2407,san_lorenzo_river
2018-09-20T18:24:30.391521Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-27T08:18:04Z,finalized,standard,147.3,1011,0,0,1712040,142.6,47.6,2021-02-27T08:18:04Z,0.2,100,100,20220124_184830_22_2407,san_lorenzo_river
2018-09-14T18:11:10.236912Z,0.0,99,97,0.01,1,True,3.6,0,PS2,PSScene,2,3,planetscope,2021-02-27T05:46:05Z,finalized,standard,167.4,100d,0,0,1699610,135.9,47.6,2021-02-27T05:46:05Z,0.1,89,99,20220130_175949_09_2430,san_lorenzo_river
2018-09-13T18:12:11.360756Z,0.0,99,89,0.09,9,True,3.6,0,PS2,PSScene,2,3,planetscope,2021-02-27T05:27:12Z,finalized,standard,151.1,104b,0,0,1697677,135.6,48.0,2021-02-27T05:27:12Z,0.2,88,91,20220130_175951_39_2430,san_lorenzo_river
2018-09-12T18:24:52.182585Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-27T05:16:13Z,finalized,standard,221.8,1040,0,0,1694946,139.2,49.9,2021-02-27T05:16:13Z,0.2,100,100,20220201_175650_53_2451,san_lorenzo_river
2018-09-08T18:23:53.030242Z,0.0,99,80,0.18,18,True,3.9,0,PS2,PSScene,2,3,planetscope,2021-02-27T03:05:56Z,finalized,standard,257.2,1004,0,0,1686027,137.4,51.0,2021-02-27T03:05:56Z,0.5,84,82,20220201_184701_49_241c,san_lorenzo_river
2018-09-04T18:12:27.169333Z,0.0,91,10,0.05,5,True,3.6,0,PS2,PSScene,84,3,planetscope,2021-02-27T00:49:55Z,finalized,standard,183.2,0f3d,0,1,1677658,132.1,50.5,2021-02-27T00:49:55Z,2.2,78,95,20220202_175648_19_241b,san_lorenzo_river
2018-08-31T18:13:38.570655Z,0.0,98,89,0.06,6,True,3.6,0,PS2,PSScene,4,3,planetscope,2021-02-26T22:06:12Z,finalized,standard,211.6,0f49,1,0,1668678,130.4,51.5,2021-02-26T22:06:12Z,0.1,88,94,20220207_183411_36_249c,san_lorenzo_river
2018-08-30T21:29:18.420007Z,0.0,95,100,0.0,0,True,4.0,0,PS2,PSScene,0,3,planetscope,2021-02-26T21:31:14Z,finalized,standard,174.4,0f06,0,0,1666360,217.8,56.4,2021-02-26T21:31:14Z,0.1,95,100,20220208_175957_37_2459,san_lorenzo_river
2018-08-24T18:23:01.120204Z,0.0,34,0,0.06,0,True,3.8,6,PS2,PSScene,94,3,planetscope,2021-02-26T19:34:04Z,finalized,standard,154.2,1010,0,0,1652356,130.4,54.6,2021-02-26T19:34:04Z,0.1,45,94,20220208_175959_67_2459,san_lorenzo_river
2018-08-17T18:23:48.195079Z,0.01,93,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-26T17:12:10Z,finalized,standard,172.1,100a,0,0,1636604,127.2,56.1,2021-02-26T17:12:10Z,0.0,79,100,20220208_182933_18_24a4,san_lorenzo_river
2018-08-17T18:23:47.1486Z,0.0,93,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-26T17:11:39Z,finalized,standard,172.1,100a,0,0,1636604,127.3,56.1,2021-02-26T17:11:39Z,0.0,77,100,20220208_183035_95_2477,san_lorenzo_river
2018-08-16T18:23:19.168444Z,0.0,92,100,0.0,0,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-02-26T16:43:29Z,finalized,standard,267.2,1001,0,0,1634717,126.6,56.3,2021-02-26T16:43:29Z,0.8,92,100,20220211_180304_80_2440,san_lorenzo_river
2018-08-16T18:23:20.211252Z,0.0,94,100,0.0,0,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-02-26T16:42:39Z,finalized,standard,267.2,1001,0,0,1634717,126.5,56.3,2021-02-26T16:42:39Z,0.8,77,100,20220212_175918_15_2465,san_lorenzo_river
2018-08-15T18:24:05.170568Z,0.0,94,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-26T16:29:27Z,finalized,standard,267.7,1014,0,0,1632278,126.2,56.5,2021-02-26T16:29:27Z,0.8,94,100,20220213_184816_65_2403,san_lorenzo_river
2018-08-11T18:23:24.522349Z,0.0,59,47,0.21,19,True,3.9,2,PS2,PSScene,32,3,planetscope,2021-02-26T15:00:10Z,finalized,standard,203.5,1008,0,0,1623499,124.6,57.3,2021-02-26T15:00:10Z,0.1,57,79,20220216_183201_33_2479,san_lorenzo_river
2018-08-10T18:23:09.443742Z,0.0,64,68,0.12,11,True,3.9,1,PS2,PSScene,21,3,planetscope,2021-02-26T14:38:57Z,finalized,standard,169.9,103b,0,0,1621336,124.1,57.5,2021-02-26T14:38:57Z,0.1,55,88,20220218_181411_93_2262,san_lorenzo_river
2018-08-10T21:32:20.98117Z,0.0,93,100,0.0,0,True,4.1,0,PS2,PSScene,0,3,planetscope,2021-02-26T14:31:25Z,finalized,standard,177.0,0f4c,0,0,1621688,224.4,62.1,2021-02-26T14:31:25Z,0.0,93,100,20220218_182847_29_2461,san_lorenzo_river
2018-08-09T18:23:31.879246Z,0.0,73,98,0.0,0,True,3.9,0,PS2,PSScene,2,3,planetscope,2021-02-26T14:19:56Z,finalized,standard,201.6,1034,0,0,1619144,123.7,57.7,2021-02-26T14:19:56Z,0.0,56,100,20220218_182849_64_2461,san_lorenzo_river
2018-08-08T18:23:52.360351Z,0.0,39,0,0.25,1,True,3.9,24,PS2,PSScene,75,3,planetscope,2021-02-26T13:58:19Z,finalized,standard,166.8,1005,0,0,1616876,123.3,57.8,2021-02-26T13:58:19Z,0.0,49,75,20220218_183059_88_2470,san_lorenzo_river
2018-08-07T21:31:32.722232Z,0.0,47,23,0.02,0,True,4.1,2,PS2,PSScene,74,3,planetscope,2021-02-26T13:33:20Z,finalized,standard,186.1,0f02,0,0,1615005,224.8,63.0,2021-02-26T13:33:20Z,0.0,47,98,20220218_183102_23_2470,san_lorenzo_river
2018-08-06T18:16:54.894945Z,0.0,80,75,0.24,24,True,3.6,0,PS2,PSScene,0,3,planetscope,2021-02-26T13:08:50Z,finalized,standard,167.1,0f49,0,0,1612943,120.5,57.2,2021-02-26T13:08:50Z,0.0,52,76,20220218_184658_97_227b,san_lorenzo_river
2018-08-05T18:23:48.65889Z,0.0,76,100,0.0,0,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-02-26T12:50:18Z,finalized,standard,233.3,1006,0,0,1610266,122.0,58.3,2021-02-26T12:50:18Z,0.2,60,100,20220218_185023_14_2414,san_lorenzo_river
2018-08-04T18:22:41.332304Z,0.0,97,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-26T12:28:03Z,finalized,standard,143.0,1039,0,0,1607967,121.5,58.5,2021-02-26T12:28:03Z,0.2,83,100,20220219_180057_19_2442,san_lorenzo_river
2018-07-23T18:22:19.863968Z,0.01,99,77,0.23,23,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-26T08:10:31Z,finalized,standard,154.3,1038,0,0,1583621,117.1,60.4,2021-02-26T08:10:31Z,0.1,87,77,20220225_175749_22_241b,san_lorenzo_river
2018-07-21T18:23:39.16177Z,0.0,94,67,0.01,1,True,3.9,0,PS2,PSScene,32,3,planetscope,2021-02-26T07:17:57Z,finalized,standard,217.5,1018,0,0,1579583,116.6,60.7,2021-02-26T07:17:57Z,0.2,87,99,20220225_182906_78_249a,san_lorenzo_river
2018-07-19T18:22:24.868714Z,0.0,96,57,0.14,12,True,3.9,2,PS2,PSScene,29,3,planetscope,2021-02-26T06:34:05Z,finalized,standard,161.0,1040,0,0,1575604,116.0,60.8,2021-02-26T06:34:05Z,0.1,81,86,20220225_182909_12_249a,san_lorenzo_river
2018-07-10T18:22:22.254486Z,0.0,100,100,0.0,0,True,4.0,0,PS2,PSScene,0,3,planetscope,2021-02-26T02:31:55Z,finalized,standard,219.9,101e,0,0,1557962,113.8,61.8,2021-02-26T02:31:55Z,0.1,97,100,20220225_184747_85_2307,san_lorenzo_river
2018-07-09T18:21:04.245032Z,0.0,100,100,0.0,0,True,3.5,0,PS2,PSScene,0,3,planetscope,2021-02-26T02:14:10Z,finalized,standard,164.2,0f2b,0,0,1554456,113.4,61.8,2021-02-26T02:14:10Z,0.1,100,100,20220225_184750_15_2307,san_lorenzo_river
2018-07-09T18:22:00.06138Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-26T02:14:00Z,finalized,standard,184.2,102c,0,0,1554482,113.5,61.8,2021-02-26T02:14:00Z,0.1,100,100,20220227_175707_72_2442,san_lorenzo_river
2018-07-07T18:22:14.525658Z,0.0,95,27,0.02,2,True,3.9,0,PS2,PSScene,71,3,planetscope,2021-02-26T01:32:56Z,finalized,standard,193.7,0f43,0,0,1549947,113.6,62.2,2021-02-26T01:32:56Z,2.0,85,98,20220227_181330_79_2276,san_lorenzo_river
2018-07-07T18:22:13.458207Z,0.0,97,89,0.0,0,True,3.9,0,PS2,PSScene,11,3,planetscope,2021-02-26T01:32:53Z,finalized,standard,190.5,0f43,0,0,1549947,113.7,62.2,2021-02-26T01:32:53Z,2.0,87,100,20220227_183047_55_247a,san_lorenzo_river
2018-07-06T18:22:04.829467Z,0.01,99,100,0.0,0,True,4.0,0,PS2,PSScene,0,3,planetscope,2021-02-26T01:17:26Z,finalized,standard,199.7,1038,0,0,1547656,113.1,62.2,2021-02-26T01:17:26Z,0.1,99,100,20220227_184557_02_227b,san_lorenzo_river
2018-07-06T18:22:03.763065Z,0.01,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-26T01:17:26Z,finalized,standard,194.7,1038,0,0,1547656,113.2,62.2,2021-02-26T01:17:26Z,0.0,96,100,20220227_185212_75_2405,san_lorenzo_river
2018-05-28T18:19:09.506845Z,0.0,99,94,0.06,6,True,4.0,0,PS2,PSScene,0,3,planetscope,2021-02-25T06:46:39Z,finalized,standard,225.7,0e19,0,0,1461803,116.5,62.3,2021-02-25T06:46:39Z,1.6,90,94,20220227_185215_04_2405,san_lorenzo_river
2018-05-28T18:27:24.564224Z,0.0,100,100,0.0,0,True,3.7,0,PS2,PSScene,0,3,planetscope,2021-02-25T06:19:35Z,finalized,standard,170.0,0f49,0,0,1462387,119.1,63.8,2021-02-25T06:19:35Z,0.4,88,100,20220228_181758_38_2233,san_lorenzo_river
2021-02-24T18:56:59.584627Z,0.0,99,100,0.0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-02-25T05:02:38Z,finalized,standard,109.9,2408,0,0,4198868,152.7,39.9,2022-12-14T20:37:41Z,1.0,71,100,20220302_180108_75_2434,san_lorenzo_river
2021-02-24T18:11:46.729834Z,0.01,97,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-24T22:42:17Z,finalized,standard,101.3,0e20,0,0,4197987,140.4,35.2,2021-02-25T04:37:16Z,4.0,77,100,20220307_182920_03_247e,san_lorenzo_river
2021-02-24T18:11:45.698035Z,0.01,98,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-24T22:42:17Z,finalized,standard,100.9,0e20,0,0,4197987,140.5,35.1,2021-02-25T04:37:16Z,3.9,84,100,20220308_184409_98_227b,san_lorenzo_river
2018-05-11T18:21:01.168016Z,0.0,96,64,0.0,0,True,3.9,0,PS2,PSScene,36,3,planetscope,2021-02-24T21:49:03Z,finalized,standard,274.9,101d,0,0,1418551,122.5,60.3,2021-02-24T21:49:03Z,2.1,86,100,20220309_175627_59_2423,san_lorenzo_river
2018-05-11T18:21:00.121013Z,0.0,97,93,0.01,1,True,3.9,0,PS2,PSScene,6,3,planetscope,2021-02-24T21:49:03Z,finalized,standard,274.9,101d,0,0,1418551,122.6,60.3,2021-02-24T21:49:03Z,2.1,87,99,20220309_175630_07_2423,san_lorenzo_river
2018-05-09T18:20:02.074306Z,0.0,100,91,0.09,9,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-24T21:02:44Z,finalized,standard,219.5,0f12,0,0,1413634,123.3,60.0,2021-02-24T21:02:44Z,0.1,91,91,20220311_180424_67_1067,san_lorenzo_river
2018-04-27T18:19:31.753449Z,0.0,98,74,0.24,24,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-24T07:31:37Z,finalized,standard,272.4,0f35,1,0,1384496,127.1,57.0,2021-02-24T07:31:37Z,1.4,85,76,20220312_175959_85_241b,san_lorenzo_river
2021-02-21T18:11:45.967715Z,0.0,98,100,0.0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-02-24T04:17:14Z,finalized,standard,101.1,2264,0,0,4194531,141.1,34.3,2022-12-14T11:38:49Z,5.0,77,100,20220312_180043_70_2453,san_lorenzo_river
2021-02-21T18:11:43.706291Z,0.0,99,100,0.0,0,True,4.0,0,PSB.SD,PSScene,0,3,planetscope,2021-02-24T04:17:14Z,finalized,standard,101.0,2264,0,0,4194531,141.2,34.2,2022-12-14T11:38:48Z,5.0,83,100,20220312_184741_56_227a,san_lorenzo_river
2018-04-17T18:19:38.857981Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-23T23:44:28Z,finalized,standard,121.7,103d,0,0,1359750,130.3,54.1,2021-02-23T23:44:28Z,0.9,92,100,20220314_184236_72_2424,san_lorenzo_river
2018-04-17T18:19:30.80957Z,0.0,100,98,0.01,1,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-02-23T23:44:13Z,finalized,standard,253.5,0e16,0,0,1359765,130.3,54.3,2021-02-23T23:44:13Z,0.5,89,99,20220314_184239_20_2424,san_lorenzo_river
2018-04-13T18:19:56.619911Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-23T20:51:51Z,finalized,standard,145.5,0f42,0,0,1349572,131.4,52.9,2021-02-23T20:51:51Z,0.2,86,100,20220316_183140_06_248e,san_lorenzo_river
2018-04-11T18:18:37.507881Z,0.0,55,0,0.1,0,True,3.9,10,PS2,PSScene,90,3,planetscope,2021-02-23T18:36:17Z,finalized,standard,133.5,100a,0,0,1344660,131.9,52.2,2021-02-23T18:36:17Z,0.2,63,90,20220316_184853_70_2413,san_lorenzo_river
2018-04-03T18:19:14.226542Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-23T10:06:47Z,finalized,standard,195.7,102e,0,0,1324880,133.9,49.4,2021-02-23T10:06:47Z,0.1,99,100,20220316_184855_99_2413,san_lorenzo_river
2018-04-01T18:18:16.217128Z,0.0,99,81,0.19,19,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-23T07:48:51Z,finalized,standard,219.2,0f18,0,0,1319573,134.2,48.7,2021-02-23T07:48:51Z,0.1,88,81,20220318_182054_09_222f,san_lorenzo_river
2018-03-30T18:20:02.659269Z,0.0,92,1,0.04,0,True,3.9,4,PS2,PSScene,95,3,planetscope,2021-02-23T06:26:08Z,finalized,standard,269.6,0e3a,0,0,1314225,135.1,48.1,2021-02-23T06:26:08Z,1.3,75,96,20220320_182938_23_248f,san_lorenzo_river
2018-03-30T18:36:09.907366Z,0.0,46,0,0.13,0,True,3.6,13,PS2,PSScene,87,3,planetscope,2021-02-23T06:23:22Z,finalized,standard,208.9,0f21,0,0,1314627,140.3,50.3,2021-02-23T06:23:22Z,0.0,51,87,20220320_182940_57_248f,san_lorenzo_river
2018-03-29T18:18:28.024455Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-23T05:41:28Z,finalized,standard,255.0,101d,0,0,1311377,135.1,47.6,2021-02-23T05:41:28Z,0.9,90,100,20220322_180035_31_2449,san_lorenzo_river
2018-03-28T18:17:16.470117Z,0.0,100,100,0.0,0,True,4.0,0,PS2,PSScene,0,3,planetscope,2021-02-23T05:03:04Z,finalized,standard,101.3,1018,0,0,1307632,135.3,47.3,2021-02-23T05:03:04Z,4.1,93,100,20220324_182813_47_105c,san_lorenzo_river
2018-03-27T18:20:00.148864Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-23T04:26:43Z,finalized,standard,267.0,0e2f,0,0,1304009,135.7,47.0,2021-02-23T04:26:43Z,0.6,94,100,20220331_184646_83_2424,san_lorenzo_river
2018-03-25T18:19:04.614467Z,0.07,99,77,0.19,19,True,3.9,0,PS2,PSScene,1,3,planetscope,2021-02-23T01:57:51Z,finalized,standard,140.6,1011,3,0,1295571,136.0,46.1,2021-02-23T01:57:51Z,0.8,85,81,20220404_180044_03_2448,san_lorenzo_river
2021-02-22T18:33:05.894506Z,0.01,97,100,0.0,0,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-02-22T22:15:15Z,finalized,standard,101.3,0f15,0,0,4190602,146.4,37.0,2021-02-23T05:53:57Z,3.9,77,100,20220404_180140_18_2464,san_lorenzo_river
2021-02-22T18:33:04.887349Z,0.01,99,100,0.0,0,True,3.8,0,PS2,PSScene,0,3,planetscope,2021-02-22T22:15:15Z,finalized,standard,101.3,0f15,0,0,4190602,146.5,37.0,2021-02-23T04:56:19Z,3.9,85,100,20220405_183143_69_2473,san_lorenzo_river
2021-02-21T18:59:24.44625Z,0.0,99,100,0.0,0,True,4.1,0,PSB.SD,PSScene,0,3,planetscope,2021-02-22T18:45:50Z,finalized,standard,277.3,2416,0,0,4187414,153.1,38.7,2022-12-14T19:08:12Z,4.0,81,100,20220406_183116_10_247c,san_lorenzo_river
2018-03-19T18:37:33.303268Z,0.0,99,95,0.0,0,True,3.6,0,PS2,PSScene,5,3,planetscope,2021-02-22T18:35:54Z,finalized,standard,166.1,0f32,0,0,1306503,143.1,46.4,2021-02-22T18:35:54Z,0.4,90,100,20220407_180030_09_242b,san_lorenzo_river
2018-03-08T18:16:49.224706Z,0.0,97,54,0.25,25,True,4.0,0,PS2,PSScene,21,3,planetscope,2021-02-22T08:22:23Z,finalized,standard,103.6,1034,0,0,1248842,139.2,39.8,2021-02-22T08:22:23Z,2.0,87,75,20220410_175815_67_241f,san_lorenzo_river
2018-03-08T18:18:24.33707Z,0.0,97,73,0.21,21,True,4.0,0,PS2,PSScene,5,3,planetscope,2021-02-22T08:22:06Z,finalized,standard,151.2,1044,1,0,1248832,139.3,39.7,2021-02-22T08:22:06Z,0.8,87,79,20220410_175817_97_241f,san_lorenzo_river
2018-03-08T18:38:55.060695Z,0.0,99,91,0.08,8,True,3.6,0,PS2,PSScene,0,3,planetscope,2021-02-22T08:10:00Z,finalized,standard,161.5,0f3d,1,0,1249239,145.5,42.3,2021-02-22T08:10:00Z,0.4,92,92,20220412_180145_29_242d,san_lorenzo_river
2018-03-06T18:17:20.041118Z,0.0,100,100,0.0,0,True,4.0,0,PS2,PSScene,0,3,planetscope,2021-02-22T06:21:18Z,finalized,standard,199.1,1009,0,0,1241946,139.6,38.9,2021-02-22T06:21:18Z,0.8,100,100,20220412_180147_59_242d,san_lorenzo_river
2018-03-06T18:17:21.084849Z,0.0,100,100,0.0,0,True,4.0,0,PS2,PSScene,0,3,planetscope,2021-02-22T06:20:49Z,finalized,standard,199.2,1009,0,0,1241946,139.6,39.0,2021-02-22T06:20:49Z,0.8,94,100,20220413_175938_10_2465,san_lorenzo_river
2018-03-05T18:17:31.793513Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-22T05:11:10Z,finalized,standard,193.2,0f31,0,0,1238613,139.9,38.7,2021-02-22T05:11:10Z,0.7,87,100,20220418_175908_04_2453,san_lorenzo_river
2018-03-04T18:20:13.874052Z,0.0,100,95,0.04,4,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-22T04:25:10Z,finalized,standard,274.5,0e3a,1,0,1235747,140.4,38.4,2021-02-22T04:25:10Z,1.9,85,96,20220424_183026_19_2461,san_lorenzo_river
2018-02-27T18:40:23.026255Z,0.0,100,100,0.0,0,True,3.6,0,PS2,PSScene,0,3,planetscope,2021-02-21T23:38:39Z,finalized,standard,192.6,0f44,0,0,1219587,147.3,39.2,2021-02-21T23:38:39Z,0.3,89,100,20220426_175731_06_2464,san_lorenzo_river
2018-02-25T18:17:23.959105Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-21T21:19:03Z,finalized,standard,173.8,1032,0,0,1212076,141.3,35.7,2021-02-21T21:19:03Z,0.8,90,100,20220426_184750_13_2426,san_lorenzo_river
2018-02-25T18:17:25.002615Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-21T21:17:34Z,finalized,standard,181.4,1032,0,0,1212076,141.2,35.8,2021-02-21T21:17:34Z,0.8,88,100,20220427_183010_28_2486,san_lorenzo_river
2018-02-25T18:40:40.40565Z,0.0,100,100,0.0,0,True,3.6,0,PS2,PSScene,0,3,planetscope,2021-02-21T21:13:08Z,finalized,standard,183.1,1020,0,0,1212880,147.7,38.5,2021-02-21T21:13:08Z,0.2,100,100,20220429_175857_97_2458,san_lorenzo_river
2018-02-23T18:17:46.315724Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-21T18:41:13Z,finalized,standard,179.1,1044,0,0,1205527,141.7,35.1,2021-02-21T18:41:13Z,0.8,100,100,20220429_183141_15_249d,san_lorenzo_river
2018-02-22T18:18:04.518451Z,0.01,99,100,0.0,0,True,4.0,0,PS2,PSScene,0,3,planetscope,2021-02-21T17:40:38Z,finalized,standard,116.7,0e14,0,0,1202055,142.1,34.9,2021-02-21T17:40:38Z,0.8,93,100,20220430_182914_76_2477,san_lorenzo_river
2018-02-21T18:17:35.102967Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-21T16:26:29Z,finalized,standard,180.0,0f18,0,0,1198626,142.0,34.4,2021-02-21T16:26:29Z,0.6,100,100,20220503_175846_83_2447,san_lorenzo_river
2018-02-21T18:41:29.429682Z,0.0,99,100,0.0,0,True,3.7,0,PS2,PSScene,0,3,planetscope,2021-02-21T16:19:46Z,finalized,standard,189.3,0f36,0,0,1199436,148.6,37.2,2021-02-21T16:19:46Z,0.4,90,100,20220503_181816_38_222f,san_lorenzo_river
2018-02-21T18:41:30.371874Z,0.0,99,100,0.0,0,True,3.7,0,PS2,PSScene,0,3,planetscope,2021-02-21T16:18:41Z,finalized,standard,189.3,0f36,0,0,1199436,148.6,37.2,2021-02-21T16:18:41Z,0.4,89,100,20220503_181818_59_222f,san_lorenzo_river
2018-02-19T18:19:17.028555Z,0.0,100,100,0.0,0,True,4.0,0,PS2,PSScene,0,3,planetscope,2021-02-21T14:20:20Z,finalized,standard,271.5,0e3a,0,0,1192629,142.8,34.0,2021-02-21T14:20:20Z,1.3,86,100,20220503_182831_29_247a,san_lorenzo_river
2018-02-19T18:41:42.566161Z,0.0,100,100,0.0,0,True,3.7,0,PS2,PSScene,0,3,planetscope,2021-02-21T14:17:47Z,finalized,standard,206.9,0f4d,0,0,1192874,148.9,36.5,2021-02-21T14:17:47Z,0.2,100,100,20220506_181813_07_2233,san_lorenzo_river
2018-02-19T18:41:41.602288Z,0.0,100,100,0.0,0,True,3.7,0,PS2,PSScene,0,3,planetscope,2021-02-21T14:17:39Z,finalized,standard,206.9,0f4d,0,0,1192874,148.9,36.6,2021-02-21T14:17:39Z,0.2,87,100,20220507_183244_69_2438,san_lorenzo_river
2018-02-17T18:16:41.079497Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-21T11:52:30Z,finalized,standard,106.0,1018,0,0,1185387,142.8,33.2,2021-02-21T11:52:30Z,1.5,92,100,20220507_183246_99_2438,san_lorenzo_river
2018-02-16T18:16:40.089817Z,0.0,100,100,0.0,0,True,3.9,0,PS2,PSScene,0,3,planetscope,2021-02-21T10:44:36Z,finalized,standard,109.3,0f12,0,0,1181871,143.0,32.8,2021-02-21T10:44:36Z,1.4,90,100,20220511_175735_02_2428,san_lorenzo_river
